"STATION","NAME","DATE","CDSD","DSNW","EMNT","EMSN","EMXP","EMXT","HDSD","PRCP","SNOW","TAVG","TMAX","TMIN"
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2019-04",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2019-07",,"0",,"0.0","0.10",,,"0.14","0.0",,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2019-08",,,,,"0.63",,,"1.94",,,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2019-09",,,,,"1.28",,,"2.11",,,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2019-10",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2019-11",,,,,"1.03",,,"2.50",,,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2019-12",,"0",,"0.0","0.46",,,"1.29","0.0",,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2020-01",,"0",,"0.0","0.43",,,"0.80","0.0",,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2020-02",,"0",,"0.0","0.44",,,"0.94","0.0",,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2020-03",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2020-04",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2020-05",,"0",,"0.0","0.61",,,"0.61","0.0",,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2020-08",,,,,"0.06",,,"0.11",,,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2020-09",,"0",,"0.0","0.18",,,"0.18","0.0",,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2020-10",,"0",,"0.0","0.07",,,"0.07","0.0",,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2020-11",,"0",,"0.0","0.08",,,"0.21","0.0",,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2020-12",,"0",,"0.0","0.33",,,"0.51","0.0",,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2021-01",,,,,"0.42",,,"1.20",,,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2021-04",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2021-05",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2021-06",,"0",,"0.0","0.05",,,"0.05","0.0",,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2021-07",,,,,"1.54",,,"7.17",,,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2021-08",,,,,"2.28",,,"4.59",,,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2021-09",,,,,"1.39",,,"1.98",,,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2021-10",,"0",,"0.0","0.05",,,"0.07","0.0",,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2021-11",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2021-12",,"0",,"0.0","0.19",,,"0.42","0.0",,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2022-01",,"0",,"0.0","0.14",,,"0.27","0.0",,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2022-02",,"0",,"0.0","0.27",,,"0.46","0.0",,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2022-03",,"0",,"0.0","0.55",,,"0.55","0.0",,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2022-04",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2022-08",,,,,"0.38",,,"2.37",,,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2022-09",,,,,"1.25",,,"4.22",,,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2022-10",,"0",,"0.0","0.20",,,"0.48","0.0",,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2022-11",,"0",,"0.0","0.06",,,"0.06","0.0",,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2022-12",,"0",,"0.0","0.59",,,"1.41","0.0",,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2023-01",,"0",,"0.0","0.60",,,"0.79","0.0",,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2023-02",,,,,"0.22",,,"0.53",,,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2023-03",,"0",,"0.0","0.49",,,"0.55","0.0",,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2023-04",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2023-05",,"0",,"0.0","0.12",,,"0.12","0.0",,,
"US1AZPM0194","GREEN VALLEY 3.7 NE, AZ US","2023-07",,,,,"0.35",,,"1.28",,,,
"US1AZPM0392","GREEN VALLEY 1.9 SSW, AZ US","2020-05",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0392","GREEN VALLEY 1.9 SSW, AZ US","2020-06",,"0",,"0.0","0.03",,,"0.03","0.0",,,
"US1AZPM0392","GREEN VALLEY 1.9 SSW, AZ US","2020-07",,,,,"0.34",,,"1.11",,,,
"US1AZPM0392","GREEN VALLEY 1.9 SSW, AZ US","2020-08",,,,,"0.20",,,"0.41",,,,
"US1AZPM0392","GREEN VALLEY 1.9 SSW, AZ US","2020-09",,"0",,"0.0","0.16",,,"0.17","0.0",,,
"US1AZPM0392","GREEN VALLEY 1.9 SSW, AZ US","2020-10",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0392","GREEN VALLEY 1.9 SSW, AZ US","2020-11",,"0",,"0.0","0.10",,,"0.14","0.0",,,
"US1AZPM0392","GREEN VALLEY 1.9 SSW, AZ US","2020-12",,"0",,"0.0","0.43",,,"0.54","0.0",,,
"US1AZPM0392","GREEN VALLEY 1.9 SSW, AZ US","2021-01",,,,,"0.58",,,"1.72",,,,
"US1AZPM0392","GREEN VALLEY 1.9 SSW, AZ US","2021-02",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0392","GREEN VALLEY 1.9 SSW, AZ US","2021-03",,"0",,"0.0","0.17",,,"0.27","0.0",,,
"US1AZPM0392","GREEN VALLEY 1.9 SSW, AZ US","2021-04",,"0",,"0.0","0.11",,,"0.11","0.0",,,
"US1AZPM0392","GREEN VALLEY 1.9 SSW, AZ US","2021-05",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0392","GREEN VALLEY 1.9 SSW, AZ US","2021-06",,"0",,"0.0","0.03",,,"0.05","0.0",,,
"US1AZPM0392","GREEN VALLEY 1.9 SSW, AZ US","2021-07",,,,,"1.92",,,"6.46",,,,
"US1AZPM0392","GREEN VALLEY 1.9 SSW, AZ US","2021-08",,,,,"2.94",,,"6.39",,,,
"US1AZPM0392","GREEN VALLEY 1.9 SSW, AZ US","2021-09",,,,,"0.58",,,"1.61",,,,
"US1AZPM0392","GREEN VALLEY 1.9 SSW, AZ US","2021-11",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0392","GREEN VALLEY 1.9 SSW, AZ US","2021-12",,,,,"0.19",,,"0.60",,,,
"US1AZPM0392","GREEN VALLEY 1.9 SSW, AZ US","2022-01",,"0",,"0.0","0.57",,,"0.66","0.0",,,
"US1AZPM0392","GREEN VALLEY 1.9 SSW, AZ US","2022-02",,"0",,"0.0","0.20",,,"0.22","0.0",,,
"US1AZPM0392","GREEN VALLEY 1.9 SSW, AZ US","2022-03",,"0",,"0.0","0.19",,,"0.28","0.0",,,
"US1AZPM0392","GREEN VALLEY 1.9 SSW, AZ US","2022-04",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0392","GREEN VALLEY 1.9 SSW, AZ US","2022-05",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0392","GREEN VALLEY 1.9 SSW, AZ US","2022-06",,,,,"0.17",,,"0.28",,,,
"US1AZPM0392","GREEN VALLEY 1.9 SSW, AZ US","2022-07",,,,,"1.01",,,"3.24",,,,
"US1AZPM0392","GREEN VALLEY 1.9 SSW, AZ US","2022-08",,,,,"0.62",,,"3.10",,,,
"US1AZPM0392","GREEN VALLEY 1.9 SSW, AZ US","2022-09",,,,,"2.72",,,"5.70",,,,
"US1AZPM0392","GREEN VALLEY 1.9 SSW, AZ US","2022-10",,,,,"0.36",,,"0.76",,,,
"US1AZPM0392","GREEN VALLEY 1.9 SSW, AZ US","2022-11",,"0",,"0.0","0.02",,,"0.02","0.0",,,
"US1AZPM0392","GREEN VALLEY 1.9 SSW, AZ US","2023-02",,,,,"0.25",,,"0.67",,,,
"US1AZPM0392","GREEN VALLEY 1.9 SSW, AZ US","2023-03",,"1",,"1.0","0.26",,,"0.45","1.0",,,
"US1AZPM0392","GREEN VALLEY 1.9 SSW, AZ US","2023-04",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0392","GREEN VALLEY 1.9 SSW, AZ US","2023-05",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0392","GREEN VALLEY 1.9 SSW, AZ US","2023-06",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0392","GREEN VALLEY 1.9 SSW, AZ US","2023-07",,,,,"0.32",,,"0.87",,,,
"US1AZPM0272","GREEN VALLEY 2.7 NNE, AZ US","2015-12",,,,,"0.48",,,"0.61",,,,
"US1AZPM0272","GREEN VALLEY 2.7 NNE, AZ US","2016-01",,,,,"0.91",,,"1.39",,,,
"US1AZPM0272","GREEN VALLEY 2.7 NNE, AZ US","2016-02",,,,,"0.17",,,"0.17",,,,
"US1AZPM0272","GREEN VALLEY 2.7 NNE, AZ US","2016-03",,,,,"0.04",,,"0.04",,,,
"US1AZPM0272","GREEN VALLEY 2.7 NNE, AZ US","2016-04",,,,,"0.27",,,"0.41",,,,
"US1AZPM0272","GREEN VALLEY 2.7 NNE, AZ US","2016-11",,,,,"0.04",,,"0.10",,,,
"US1AZPM0272","GREEN VALLEY 2.7 NNE, AZ US","2016-12",,,,,"0.46",,,"1.31",,,,
"US1AZPM0272","GREEN VALLEY 2.7 NNE, AZ US","2017-01",,,,,"0.43",,,"1.33",,,,
"US1AZPM0272","GREEN VALLEY 2.7 NNE, AZ US","2017-02",,,,,"0.03",,,"0.03",,,,
"US1AZPM0272","GREEN VALLEY 2.7 NNE, AZ US","2017-03",,,,,"0.15",,,"0.23",,,,
"US1AZPM0272","GREEN VALLEY 2.7 NNE, AZ US","2017-04",,,,,"0.06",,,"0.06",,,,
"US1AZPM0272","GREEN VALLEY 2.7 NNE, AZ US","2017-11",,,,,"0.08",,,"0.08",,,,
"US1AZPM0272","GREEN VALLEY 2.7 NNE, AZ US","2017-12",,,,,"0.35",,,"0.56",,,,
"US1AZPM0272","GREEN VALLEY 2.7 NNE, AZ US","2018-01",,,,,"0.00",,,"0.00",,,,
"US1AZPM0272","GREEN VALLEY 2.7 NNE, AZ US","2018-02",,,,,"1.39",,,"3.10",,,,
"US1AZPM0272","GREEN VALLEY 2.7 NNE, AZ US","2018-03",,,,,"0.02",,,"0.21",,,,
"US1AZPM0272","GREEN VALLEY 2.7 NNE, AZ US","2018-11",,,,,"0.00",,,"0.00",,,,
"US1AZPM0272","GREEN VALLEY 2.7 NNE, AZ US","2018-12",,,,,"0.32",,,"0.83",,,,
"US1AZPM0272","GREEN VALLEY 2.7 NNE, AZ US","2019-01",,,,,"0.58",,,"1.37",,,,
"US1AZPM0272","GREEN VALLEY 2.7 NNE, AZ US","2019-02",,,,,"1.02",,,"2.59",,,,
"US1AZPM0272","GREEN VALLEY 2.7 NNE, AZ US","2019-03",,,,,"0.42",,,"0.80",,,,
"US1AZPM0272","GREEN VALLEY 2.7 NNE, AZ US","2019-04",,,,,"0.03",,,"0.03",,,,
"US1AZPM0272","GREEN VALLEY 2.7 NNE, AZ US","2019-11",,,,,"0.88",,,"2.56",,,,
"US1AZPM0272","GREEN VALLEY 2.7 NNE, AZ US","2019-12",,,,,"0.48",,,"1.58",,,,
"US1AZPM0272","GREEN VALLEY 2.7 NNE, AZ US","2020-01",,,,,"0.35",,,"0.76",,,,
"US1AZPM0272","GREEN VALLEY 2.7 NNE, AZ US","2020-02",,,,,"0.44",,,"0.90",,,,
"US1AZPM0272","GREEN VALLEY 2.7 NNE, AZ US","2020-03",,,,,"0.50",,,"0.76",,,,
"US1AZPM0272","GREEN VALLEY 2.7 NNE, AZ US","2020-04",,,,,"0.09",,,"0.09",,,,
"US1AZPM0272","GREEN VALLEY 2.7 NNE, AZ US","2020-11",,"0",,"0.0","0.10",,,"0.16","0.0",,,
"US1AZPM0272","GREEN VALLEY 2.7 NNE, AZ US","2020-12",,"0",,"0.0","0.29",,,"0.41","0.0",,,
"US1AZPM0272","GREEN VALLEY 2.7 NNE, AZ US","2021-01",,,,,"0.48",,,"1.37",,,,
"US1AZPM0272","GREEN VALLEY 2.7 NNE, AZ US","2021-02",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0272","GREEN VALLEY 2.7 NNE, AZ US","2021-03",,"0",,"0.0","0.10",,,"0.14","0.0",,,
"US1AZPM0272","GREEN VALLEY 2.7 NNE, AZ US","2021-04",,"0",,"0.0","0.19",,,"0.19","0.0",,,
"US1AZPM0272","GREEN VALLEY 2.7 NNE, AZ US","2021-11",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0272","GREEN VALLEY 2.7 NNE, AZ US","2021-12",,,,,"0.20",,,"0.49",,,,
"US1AZPM0272","GREEN VALLEY 2.7 NNE, AZ US","2022-01",,,,,"0.61",,,"0.71",,,,
"US1AZPM0272","GREEN VALLEY 2.7 NNE, AZ US","2022-02",,"0",,"0.0","0.19",,,"0.27","0.0",,,
"US1AZPM0272","GREEN VALLEY 2.7 NNE, AZ US","2022-03",,"0",,"0.0","0.43",,,"0.62","0.0",,,
"US1AZPM0272","GREEN VALLEY 2.7 NNE, AZ US","2022-04",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0272","GREEN VALLEY 2.7 NNE, AZ US","2022-11",,"0",,"0.0","0.01",,,"0.01","0.0",,,
"US1AZPM0272","GREEN VALLEY 2.7 NNE, AZ US","2022-12",,,,,"0.62",,,"1.42",,,,
"US1AZPM0272","GREEN VALLEY 2.7 NNE, AZ US","2023-01",,,,,"0.73",,,"1.29",,,,
"US1AZPM0272","GREEN VALLEY 2.7 NNE, AZ US","2023-02",,,,,"0.18",,,"0.69",,,,
"US1AZPM0272","GREEN VALLEY 2.7 NNE, AZ US","2023-03",,"0",,"0.5","0.19",,,"0.23","0.5",,,
"US1AZPM0272","GREEN VALLEY 2.7 NNE, AZ US","2023-04",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0394","GREEN VALLEY 2.0 E, AZ US","2020-07",,,,,,,,"0.76",,,,
"US1AZPM0394","GREEN VALLEY 2.0 E, AZ US","2020-08",,,,,"0.17",,,"0.30",,,,
"US1AZPM0394","GREEN VALLEY 2.0 E, AZ US","2020-09",,"0",,"0.0","0.14",,,"0.16","0.0",,,
"US1AZPM0394","GREEN VALLEY 2.0 E, AZ US","2020-10",,"0",,"0.0","0.03",,,"0.03","0.0",,,
"US1AZPM0394","GREEN VALLEY 2.0 E, AZ US","2020-11",,"0",,"0.0","0.08",,,"0.18","0.0",,,
"US1AZPM0394","GREEN VALLEY 2.0 E, AZ US","2020-12",,"0",,"0.0","0.33",,,"0.43","0.0",,,
"US1AZPM0394","GREEN VALLEY 2.0 E, AZ US","2021-01",,,,,"0.52",,,"1.53",,,,
"US1AZPM0394","GREEN VALLEY 2.0 E, AZ US","2021-02",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0394","GREEN VALLEY 2.0 E, AZ US","2021-03",,"0",,"0.0","0.11",,,"0.17","0.0",,,
"US1AZPM0394","GREEN VALLEY 2.0 E, AZ US","2021-04",,"0",,"0.0","0.25",,,"0.25","0.0",,,
"US1AZPM0394","GREEN VALLEY 2.0 E, AZ US","2021-05",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0394","GREEN VALLEY 2.0 E, AZ US","2021-06",,"0",,"0.0","0.04",,,"0.05","0.0",,,
"US1AZPM0394","GREEN VALLEY 2.0 E, AZ US","2021-07",,,,,"2.10",,,"6.80",,,,
"US1AZPM0394","GREEN VALLEY 2.0 E, AZ US","2021-08",,,,,"3.68",,,"5.48",,,,
"US1AZPM0394","GREEN VALLEY 2.0 E, AZ US","2021-09",,,,,"0.98",,,"1.34",,,,
"US1AZPM0394","GREEN VALLEY 2.0 E, AZ US","2021-10",,"0",,"0.0","0.02",,,"0.03","0.0",,,
"US1AZPM0394","GREEN VALLEY 2.0 E, AZ US","2021-11",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0394","GREEN VALLEY 2.0 E, AZ US","2021-12",,,,,"0.22",,,"0.88",,,,
"US1AZPM0394","GREEN VALLEY 2.0 E, AZ US","2022-01",,"0",,"0.0","0.44",,,"0.55","0.0",,,
"US1AZPM0394","GREEN VALLEY 2.0 E, AZ US","2022-02",,"0",,"0.0","0.24",,,"0.40","0.0",,,
"US1AZPM0394","GREEN VALLEY 2.0 E, AZ US","2022-03",,"0",,"0.0","0.32",,,"0.46","0.0",,,
"US1AZPM0394","GREEN VALLEY 2.0 E, AZ US","2022-04",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0394","GREEN VALLEY 2.0 E, AZ US","2022-05",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0394","GREEN VALLEY 2.0 E, AZ US","2022-06",,,,,"0.31",,,"0.89",,,,
"US1AZPM0394","GREEN VALLEY 2.0 E, AZ US","2022-07",,,,,"1.16",,,"3.86",,,,
"US1AZPM0394","GREEN VALLEY 2.0 E, AZ US","2022-08",,,,,"0.96",,,"4.57",,,,
"US1AZPM0394","GREEN VALLEY 2.0 E, AZ US","2022-09",,,,,"2.12",,,"6.30",,,,
"US1AZPM0394","GREEN VALLEY 2.0 E, AZ US","2022-10",,,,,"0.65",,,"1.18",,,,
"US1AZPM0394","GREEN VALLEY 2.0 E, AZ US","2022-11",,"0",,"0.0","0.03",,,"0.03","0.0",,,
"US1AZPM0394","GREEN VALLEY 2.0 E, AZ US","2022-12",,,,,"0.60",,,"1.39",,,,
"US1AZPM0394","GREEN VALLEY 2.0 E, AZ US","2023-01",,,,,"0.54",,,"1.00",,,,
"US1AZPM0394","GREEN VALLEY 2.0 E, AZ US","2023-03",,"0",,"0.0","0.46",,,"0.58","0.0",,,
"US1AZPM0394","GREEN VALLEY 2.0 E, AZ US","2023-04",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0394","GREEN VALLEY 2.0 E, AZ US","2023-05",,"0",,"0.0","0.23",,,"0.26","0.0",,,
"US1AZPM0394","GREEN VALLEY 2.0 E, AZ US","2023-06",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0394","GREEN VALLEY 2.0 E, AZ US","2023-07",,,,,"0.40",,,"0.96",,,,
"US1AZPM0091","GREEN VALLEY 4.8 NW, AZ US","2013-07",,,,,"0.78",,,"1.96",,,,
"US1AZPM0091","GREEN VALLEY 4.8 NW, AZ US","2013-08",,,,,"0.60",,,"2.36",,,,
"US1AZPM0091","GREEN VALLEY 4.8 NW, AZ US","2013-09",,,,,"0.28",,,"0.85",,,,
"US1AZPM0091","GREEN VALLEY 4.8 NW, AZ US","2013-10",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0091","GREEN VALLEY 4.8 NW, AZ US","2013-11",,"0",,"0.0","1.25",,,"1.81","0.0",,,
"US1AZPM0091","GREEN VALLEY 4.8 NW, AZ US","2013-12",,"0",,"0.0","0.33",,,"0.97","0.0",,,
"US1AZPM0091","GREEN VALLEY 4.8 NW, AZ US","2014-01",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0091","GREEN VALLEY 4.8 NW, AZ US","2014-02",,"0",,"0.0","0.05",,,"0.07","0.0",,,
"US1AZPM0091","GREEN VALLEY 4.8 NW, AZ US","2014-03",,"0",,"0.0","1.81",,,"1.81","0.0",,,
"US1AZPM0091","GREEN VALLEY 4.8 NW, AZ US","2014-04",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0091","GREEN VALLEY 4.8 NW, AZ US","2014-05",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0091","GREEN VALLEY 4.8 NW, AZ US","2014-06",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0091","GREEN VALLEY 4.8 NW, AZ US","2014-07",,,,,"1.12",,,"3.91",,,,
"US1AZPM0091","GREEN VALLEY 4.8 NW, AZ US","2014-08",,,,,"0.84",,,"2.19",,,,
"US1AZPM0091","GREEN VALLEY 4.8 NW, AZ US","2014-09",,,,,"0.85",,,"2.00",,,,
"US1AZPM0091","GREEN VALLEY 4.8 NW, AZ US","2014-10",,"0",,"0.0","0.51",,,"0.78","0.0",,,
"US1AZPM0091","GREEN VALLEY 4.8 NW, AZ US","2014-11",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0091","GREEN VALLEY 4.8 NW, AZ US","2014-12",,,,,"0.49",,,"1.69",,,,
"US1AZPM0091","GREEN VALLEY 4.8 NW, AZ US","2015-01",,,,,"0.69",,,"2.07",,,,
"US1AZPM0091","GREEN VALLEY 4.8 NW, AZ US","2015-02",,"0",,"0.0","0.51",,,"1.16","0.0",,,
"US1AZPM0091","GREEN VALLEY 4.8 NW, AZ US","2015-03",,"0",,"0.0","0.20",,,"0.49","0.0",,,
"US1AZPM0091","GREEN VALLEY 4.8 NW, AZ US","2015-04",,"0",,"0.0","0.25",,,"0.36","0.0",,,
"US1AZPM0091","GREEN VALLEY 4.8 NW, AZ US","2015-05",,"0",,"0.0","0.44",,,"0.52","0.0",,,
"US1AZPM0091","GREEN VALLEY 4.8 NW, AZ US","2015-06",,,,,"0.78",,,"0.91",,,,
"US1AZPM0091","GREEN VALLEY 4.8 NW, AZ US","2015-07",,,,,"1.15",,,"2.22",,,,
"US1AZPM0091","GREEN VALLEY 4.8 NW, AZ US","2015-08",,,,,"0.35",,,"0.92",,,,
"US1AZPM0091","GREEN VALLEY 4.8 NW, AZ US","2015-09",,,,,"1.97",,,"3.69",,,,
"US1AZPM0091","GREEN VALLEY 4.8 NW, AZ US","2015-10",,,,,"0.65",,,"1.96",,,,
"US1AZPM0091","GREEN VALLEY 4.8 NW, AZ US","2015-11",,"0",,"0.0","0.07",,,"0.20","0.0",,,
"US1AZPM0091","GREEN VALLEY 4.8 NW, AZ US","2015-12",,"0",,"0.0","0.97",,,"1.23","0.0",,,
"US1AZPM0091","GREEN VALLEY 4.8 NW, AZ US","2016-01",,"0",,"0.0","0.98",,,"1.49","0.0",,,
"US1AZPM0091","GREEN VALLEY 4.8 NW, AZ US","2016-02",,"0",,"0.0","0.17",,,"0.18","0.0",,,
"US1AZPM0091","GREEN VALLEY 4.8 NW, AZ US","2016-03",,"0",,"0.0","0.05",,,"0.05","0.0",,,
"US1AZPM0091","GREEN VALLEY 4.8 NW, AZ US","2016-04",,"0",,"0.0","0.26",,,"0.68","0.0",,,
"US1AZPM0091","GREEN VALLEY 4.8 NW, AZ US","2016-05",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0091","GREEN VALLEY 4.8 NW, AZ US","2016-06",,,,,"0.48",,,"1.26",,,,
"US1AZPM0091","GREEN VALLEY 4.8 NW, AZ US","2016-07",,,,,"0.76",,,"2.62",,,,
"US1AZPM0091","GREEN VALLEY 4.8 NW, AZ US","2016-08",,,,,"1.37",,,"3.05",,,,
"US1AZPM0091","GREEN VALLEY 4.8 NW, AZ US","2016-09",,,,,"1.00",,,"1.69",,,,
"US1AZPM0091","GREEN VALLEY 4.8 NW, AZ US","2016-10",,"0",,"0.0","0.16",,,"0.34","0.0",,,
"US1AZPM0091","GREEN VALLEY 4.8 NW, AZ US","2016-11",,"0",,"0.0","0.05",,,"0.12","0.0",,,
"US1AZPM0091","GREEN VALLEY 4.8 NW, AZ US","2016-12",,,,,"0.42",,,"1.16",,,,
"US1AZPM0091","GREEN VALLEY 4.8 NW, AZ US","2017-01",,,,,"0.49",,,"1.33",,,,
"US1AZPM0190","SAHUARITA 1.4 WNW, AZ US","2013-07",,,,,"1.02",,,"1.79",,,,
"US1AZPM0190","SAHUARITA 1.4 WNW, AZ US","2013-08",,,,,"0.33",,,"1.11",,,,
"US1AZPM0190","SAHUARITA 1.4 WNW, AZ US","2013-09",,"0",,"0.0","0.30",,,"0.39","0.0",,,
"US1AZPM0190","SAHUARITA 1.4 WNW, AZ US","2013-10",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0190","SAHUARITA 1.4 WNW, AZ US","2013-11",,"0",,"0.0","1.14",,,"1.66","0.0",,,
"US1AZPM0190","SAHUARITA 1.4 WNW, AZ US","2013-12",,"0",,"0.0","0.90",,,"1.30","0.0",,,
"US1AZPM0190","SAHUARITA 1.4 WNW, AZ US","2014-02",,"0",,"0.0","0.15",,,"0.15","0.0",,,
"US1AZPM0190","SAHUARITA 1.4 WNW, AZ US","2014-03",,"0",,"0.0","1.04",,,"1.04","0.0",,,
"US1AZPM0190","SAHUARITA 1.4 WNW, AZ US","2014-04",,"0",,"0.0","0.01",,,"0.01","0.0",,,
"US1AZPM0190","SAHUARITA 1.4 WNW, AZ US","2014-05",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0190","SAHUARITA 1.4 WNW, AZ US","2014-06",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0190","SAHUARITA 1.4 WNW, AZ US","2014-07",,,,,"0.42",,,"1.49",,,,
"US1AZPM0190","SAHUARITA 1.4 WNW, AZ US","2014-10",,"0",,"0.0","0.96",,,"0.96","0.0",,,
"US1AZPM0190","SAHUARITA 1.4 WNW, AZ US","2014-11",,"0",,"0.0","0.00",,,"0.00","0.0",,,
"US1AZPM0190","SAHUARITA 1.4 WNW, AZ US","2014-12",,"0",,"0.0","0.43",,,"0.74","0.0",,,
"US1AZPM0190","SAHUARITA 1.4 WNW, AZ US","2015-01",,"0",,"0.0","1.44",,,"2.92","0.0",,,
"US1AZPM0190","SAHUARITA 1.4 WNW, AZ US","2015-02",,"0",,"0.0","0.24",,,"0.29","0.0",,,
"US1AZPM0190","SAHUARITA 1.4 WNW, AZ US","2015-03",,"0",,"0.0","0.20",,,"0.26","0.0",,,
"US1AZPM0190","SAHUARITA 1.4 WNW, AZ US","2015-04",,"0",,"0.0","0.11",,,"0.15","0.0",,,
"US1AZPM0190","SAHUARITA 1.4 WNW, AZ US","2015-05",,"0",,"0.0","0.58",,,"0.69","0.0",,,
"US1AZPM0190","SAHUARITA 1.4 WNW, AZ US","2015-06",,"0",,"0.0","0.45",,,"0.88","0.0",,,
"US1AZPM0190","SAHUARITA 1.4 WNW, AZ US","2015-07",,"0",,"0.0","0.93",,,"1.93","0.0",,,
